Date(GMT),Date(Local),Time(sec),Latitude,Longitude,Horizontal Accuracy(m),Altitude(m),Vertical Accuracy(m),Distance(m),Speed(m/s),Average Speed(m/s),Course(deg),True Heading(deg),Magnetic Heading(deg),Heading Accuracy(deg),Glide Ratio
2016-08-15 15:53:29.05,2016-08-15 17:53:29.05,60.74665999412537,54.262534,16.412470,5,47.82867731907922,4,194.6040967731341,5.570000171661377,0,36.5625,258.6485900878906,254.0160522460938,89,-97.50628465638979
2016-08-15 15:53:30.07,2016-08-15 17:53:30.07,61.76128000020981,54.262589,16.412564,5,47.81169171333539,4,203.2528867004981,8.789999961853027,0,47.8125,258.6485900878906,254.0160522460938,89,-109.9272985736279
2016-08-15 15:53:31.05,2016-08-15 17:53:31.05,62.74238002300262,54.262657,16.412694,5,48.66466364064665,3,214.6309240742717,8.789999961853027,0,46.40625,258.6485900878906,254.0160522460938,89,-151.8070046453082
2016-08-15 15:53:32.05,2016-08-15 17:53:32.05,63.74451899528503,54.262746,16.412846,5,48.98996991780156,3,228.5984898319647,12.72000026702881,0,44.296875,258.6485900878906,254.0160522460938,89,-252.0531437484815
2016-08-15 15:53:33.06,2016-08-15 17:53:33.06,64.75622498989105,54.262862,16.413025,5,49.90915420565369,3,246.0178374932017,18.45000076293945,0,44.296875,258.6485900878906,254.0160522460938,89,-734.9591188406445
2016-08-15 15:53:34.05,2016-08-15 17:53:34.05,65.7442409992218,54.262995,16.413246,5,51.87803834261705,3,266.6425319717586,21.64999961853027,0,43.9453125,258.6485900878906,254.0160522460938,89,422.6294409929835
2016-08-15 15:53:35.05,2016-08-15 17:53:35.05,66.74212402105331,54.263140,16.413478,5,52.50554481030483,4,288.7580514799955,23.27000045776367,0,43.2421875,258.6485900878906,254.0160522460938,89,183.3953473909277
2016-08-15 15:53:36.06,2016-08-15 17:53:36.06,67.75241100788116,54.263299,16.413739,5,53.36718226547893,4,313.2456200418334,25.20999908447266,0,43.9453125,258.6485900878906,254.0160522460938,89,111.2390284027133
2016-08-15 15:53:37.05,2016-08-15 17:53:37.05,68.74554598331451,54.263460,16.414023,5,53.15093171128608,4,339.0122503137932,26.46999931335449,0,43.59375,258.6485900878906,254.0160522460938,89,85.05739545238312
2016-08-15 15:53:38.06,2016-08-15 17:53:38.06,69.75415199995041,54.263648,16.414301,5,53.72574722152088,4,366.6597332668663,27.57999992370605,0,42.890625,258.6485900878906,254.0160522460938,89,73.35494020453854
2016-08-15 15:53:38.53,2016-08-15 17:53:38.53,69.75415199995041,54.263648,16.414301,5,53.72574722152088,4,366.6597332668663,27.57999992370605,27.49578918829874,42.890625,258.6485900878906,254.0160522460938,89,73.35494020453854
2016-08-15 15:53:39.05,2016-08-15 17:53:39.05,70.73906499147415,54.263832,16.414599,5,53.72574722152088,4,394.8509187719393,26.80999946594238,27.49578918829874,43.9453125,258.6485900878906,254.0160522460938,89,66.23432627326466
2016-08-15 15:53:40.06,2016-08-15 17:53:40.06,71.75469499826431,54.263998,16.414871,5,54.65441226533925,4,420.4653040150271,24.61000061035156,27.49578918829874,43.9453125,258.6485900878906,254.0160522460938,89,59.10946637176115
2016-08-15 15:53:41.05,2016-08-15 17:53:41.05,72.74552601575851,54.264154,16.415122,5,51.90579487303145,4,444.2382580906151,23.11000061035156,27.49578918829874,45,258.6485900878906,254.0160522460938,89,58.39147226634706
2016-08-15 15:53:42.05,2016-08-15 17:53:42.05,73.74515801668167,54.264295,16.415361,5,49.79289410516984,4,466.2743973211738,21.60000038146973,27.49578918829874,44.296875,258.6485900878906,254.0160522460938,89,60.26425331218017
2016-08-15 15:53:43.05,2016-08-15 17:53:43.05,74.74566102027893,54.264429,16.415570,5,49.55283340565092,4,486.5327647195026,20.20999908447266,27.49578918829874,44.296875,258.6485900878906,254.0160522460938,89,62.83774905822419
2016-08-15 15:53:44.05,2016-08-15 17:53:44.05,75.74467498064041,54.264552,16.415770,5,47.90720129951441,4,505.4104381326486,19.11000061035156,27.49578918829874,44.296875,258.6485900878906,254.0160522460938,89,70.26902912627759
2016-08-15 15:53:45.05,2016-08-15 17:53:45.05,76.73835200071335,54.264680,16.415974,5,47.63275153109726,4,524.8389594967512,18.65999984741211,27.49578918829874,43.59375,258.6485900878906,254.0160522460938,89,80.51274445740609
